Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Main Cuisine,Cuisine Count
Baskin Robbins,"Desserts, Ice Cream",,250,Banashankari,Desserts,2
Hyderabadi Biryani Heaven,Biryani,,300,Banashankari,Biryani,1
Stop N Joy,"Fast Food, Juices",,150,Banashankari,Fast Food,2
Bakingo,"Bakery, Desserts, Beverages, Snacks",,400,Banashankari,Bakery,4
Punjabi Nawabi,"Chinese, Mughlai, North Indian, Punjabi",3.5,200,Banashankari,Chinese,4
Eat N Drink,Chinese,,200,Banashankari,Chinese,1
Rolls On Wheels,Fast Food,,300,Banashankari,Fast Food,1
ANJAN BHEL CORNER,Street Food,,100,Banashankari,Street Food,1
BASMATI'S BRIYANI NATION,"Biryani, Andhra, Hyderabadi, South Indian, North Indian, Tandoor, Beverages, Des...",,300,Banashankari,Biryani,8
Shettru Mane Thindi,Beverages,,200,Banashankari,Beverages,1
THE PAROTTA COMBO,"North Indian, Punjabi, Mughlai, Combo, Beverages, Desserts",,250,Banashankari,North Indian,6
Mealful Rolls - Meals in a Roll,"Fast Food, North Indian, Desserts",,250,Banashankari,Fast Food,3
Gosssip Pub & Grub,"Continental, Indian, Chinese, Coastal",,600,Banashankari,Continental,4
Faasos - Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",,200,Banashankari,Snacks,4
SHIVAJI DONNE BIRIYANI RESTAURANT,Biryani,,200,Banashankari,Biryani,1
Hotel Devaregathi,South Indian,,100,Banashankari,South Indian,1
Snack House,"Fast Food, Street Food",,300,Banashankari,Fast Food,2
Paratha Box by EatFit,"North Indian, Punjabi, Fast Food, Indian, Beverages, Snacks, Healthy Food",,250,Banashankari,North Indian,7
Kaapi Kendra,South Indian,,100,Banashankari,South Indian,1
DONNE BIRYANI HOUSE,"Biryani, Indian, Tandoor",,200,Banashankari,Biryani,3
OGGARANE,South Indian,,100,Banashankari,South Indian,1
Namma Mulabagilu Dose,South Indian,,100,Banashankari,South Indian,1
Pastas By Pizza Hut,"Pastas, Pizzas, Italian, Fast Food, Beverages",,300,Banashankari,Pastas,5
HOTEL SUGGI MANE,Indian,,300,Banashankari,Indian,1
BANASHANKARI BIRYANI GRAND,"South Indian, Biryani, Indian",,250,Banashankari,South Indian,3
Domino's Pizza,Pizzas,,400,Banashankari,Pizzas,1
Dock Frost'd -Ice Cream & Milkshakes,"Ice Cream, Desserts",,250,Banashankari,Ice Cream,2
Burger House,American,,200,Banashankari,American,1
MULABAGILU DOSA,Indian,,100,Banashankari,Indian,1
Adeep Innovation,"North Indian, Snacks, Beverages",,200,Banashankari,North Indian,3
Food Court By Kitchens@,"Biryani, Mughlai, Seafood, Kerala, Andhra, Chinese, North Indian, South Indian, ...",3.6,325,Banashankari,Biryani,9
Jashn E Biryani,"Biryani, North Indian, Mughlai, Desserts",3.5,250,Banashankari,Biryani,4
SRI PRABHA ROTTI MANE,"South Indian, Indian",,120,Banashankari,South Indian,2
Polar Bear,"Ice Cream, Desserts",,300,Banashankari,Ice Cream,2
Dessert Rose,"Desserts, Beverages",,320,Banashankari,Desserts,2
NAATICAFE BSK,Indian,,400,Banashankari,Indian,1
KAVALI,"Chinese, Indian, South Indian, Snacks",,250,Banashankari,Chinese,4
SRI MURARI FAMILY RESTAURANT,"North Indian, Biryani",,300,Banashankari,North Indian,2
Tea Leaf,Beverages,,300,Banashankari,Beverages,1
FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",3.8,250,Banashankari,Chinese,9
SIRI CAKE PALACE,"Bakery, Desserts, Snacks",,150,Banashankari,Bakery,3
Parimala Sweets,"Snacks, Sweets",,200,Banashankari,Snacks,2
Bamboo Biryani,"Biryani, Indian",,250,Banashankari,Biryani,2
Donne Biriyani Mane,"Biryani, Indian, South Indian, North Indian, Andhra, Hyderabadi, Singaporean, Be...",3.7,250,Banashankari,Biryani,8
UTTARA KARNATAKA JOLADA ROTTI ANGADI,"Snacks, Sweets, North Indian",,100,Banashankari,Snacks,3
Lj Iyengar bakery,Bakery,3.8,150,Banashankari,Bakery,1
Foodizo Cafe,"Chinese, Continental, Pizzas, Pastas, Beverages, Desserts",3.6,300,Banashankari,Chinese,6
Egg Ruchi,"North Indian, Chinese",3.8,200,Banashankari,North Indian,2
MADIKE BIRIYANI,"Biryani, Indian, Desserts",3.8,300,Banashankari,Biryani,3
Hunger,"North Indian, Chinese",,350,Banashankari,North Indian,2
Biryani Mount,"Biryani, North Indian, Combo, Beverages, Desserts",,250,Banashankari,Biryani,5
Lakshmi Super Sandwich,"Fast Food, Snacks, Chaat, Indian",,150,Banashankari,Fast Food,4
IMPERIO COMBO KING,"Biryani, North Indian, Punjabi, Combo, Beverages, Desserts",,300,Banashankari,Biryani,6
Vasanth Vihar ( Since 1965),"South Indian, Snacks",,90,Banashankari,South Indian,2
Goodness Bakery,"Bakery, Desserts",,100,Banashankari,Bakery,2
Shakespert,"Beverages, Snacks",,500,Banashankari,Beverages,2
Simple Thindies,"South Indian, Snacks",,200,Banashankari,South Indian,2
Zings,"Chinese, Fast Food, Snacks",,200,Banashankari,Chinese,3
ROLL MAGIC FAST FOOD,North Indian,,200,Banashankari,North Indian,1
IMPERIO RESTAURANT,"Biryani, Mughlai, North Indian, Tandoor, Kerala, Chinese, Seafood, Combo, Bevera...",3.7,350,Banashankari,Biryani,9
ZAZA 22 Spice Biryani,"Biryani, North Indian, Mughlai",3.9,250,Banashankari,Biryani,3
A2B Veg,"South Indian, North Indian, Sweets, Chinese",,300,Banashankari,South Indian,4
Udupi Ruchi Grand,"South Indian, Chinese, North Indian, Chaat, Snacks",,150,Banashankari,South Indian,5
Jalpaan,"Desserts, Italian, Jain, Mexican",,650,Banashankari,Desserts,4
Sardarji Londonwaley,"North Indian, Punjabi, Chinese, Mughlai",3.6,200,Banashankari,North Indian,4
Maharaja Military Canteen,South Indian,3.8,400,Banashankari,South Indian,1
Setty's Bangarpete Chats,"Chaat, Snacks",3.1,120,Banashankari,Chaat,2
ADVIS FOOD,Indian,,200,Banashankari,Indian,1
BigBites,"Street Food, Fast Food, Tex-Mex",,300,Banashankari,Street Food,3
Cupcake Noggins - Vintage Patisserie,"Desserts, Snacks, Bakery, Beverages",,200,Banashankari,Desserts,4
Flying Kombucha,"American, Beverages, Korean, Japanese",,200,Banashankari,American,4
South Tadka,"Indian, South Indian",,200,Banashankari,Indian,2
The Daily Bowl,Fast Food,,250,Banashankari,Fast Food,1
HOLIGE MANE/ ISTHARTA HOLIGE MANE,"Indian, Sweets, Desserts",,250,Banashankari,Indian,3
KINGS RESTAURANT,"Biryani, Kebabs, North Indian",,250,Banashankari,Biryani,3
Pizza Stories,"Pizzas, Italian",,250,Banashankari,Pizzas,2
Amande Patisserie,Desserts,,300,Banashankari,Desserts,1
Kholi Mane,"Biryani, South Indian, Andhra, Seafood, Chinese, North Indian",,350,Banashankari,Biryani,6
THE HOUSE OF VADAPAV,"Street Food, Snacks, Fast Food",,200,Banashankari,Street Food,3
Aramane Donne Biriyani,"Biryani, South Indian",3.4,250,Banashankari,Biryani,2
Devour Stories,"Continental, American, Chinese, Italian",,350,Banashankari,Continental,4
Karavali Fish Land,"Seafood, Beverages",,300,Banashankari,Seafood,2
Momo Monk,"Pan-Asian, Chinese",3.9,350,Banashankari,Pan-Asian,2
MADHAN FISH TAWA FRY,"Seafood, Indian",,450,Banashankari,Seafood,2
SUMUkHA HOME MADE FOODS,"South Indian, Street Food, Desserts",,150,Banashankari,South Indian,3
Anna Kuteera,"North Indian, Chinese, Desserts, South Indian",,250,Banashankari,North Indian,4
Chandni Chowk,"Snacks, North Indian",3.6,150,Banashankari,Snacks,2
Foodstories,"Italian, Continental, Chinese",,300,Banashankari,Italian,3
Enchante By Chai Point,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",,150,Banashankari,Bakery,7
Yumlane Pizza,"Pizzas, Beverages, Desserts, Snacks",,300,Banashankari,Pizzas,4
Sri malai mahadeshwara bhel corner,Indian,,90,Banashankari,Indian,1
Andhra Meal Co,"Andhra, South Indian",3.9,250,Banashankari,Andhra,2
SRI HARI SANDWICH AND PIZZA JUNCTION,"Fast Food, Snacks, Indian",,200,Banashankari,Fast Food,3
Kabab King,"Chinese, North Indian",3.7,500,Banashankari,Chinese,2
Bowl Soul,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese...",3.8,250,Banashankari,Indian,8
Chai Point,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",,150,Banashankari,Bakery,7
Shahenshah Biryani,Biryani,,250,Banashankari,Biryani,1
Firangi Bake,"Italian, Mexican, Pastas, Ice Cream",,400,Banashankari,Italian,4
Leon grill,"American, Snacks, Turkish, Portuguese, Continental",,300,Banashankari,American,5
SRI MURARI FAMILY RESTRAUNT,"Chinese, North Indian, Combo",,250,Banashankari,Chinese,3
The Momo Co.,"Chinese, Pan-Asian, Tibetan",3.9,250,Banashankari,Chinese,3
Shree Shyam Sweets & Snacks,"Sweets, Snacks, Desserts, Chaat",,300,Banashankari,Sweets,4
LunchBox - Meals and Thalis,"North Indian, Punjabi, Combo, Biryani, Healthy Food, Jain, Thalis, Indian, Mughl...",3.9,200,Banashankari,North Indian,9
Freshii al natural,"Ice Cream, Juices, Snacks, Chinese",,150,Banashankari,Ice Cream,4
Sri Sai 99 Variety Dosa,"North Indian, South Indian",,200,Banashankari,North Indian,2
Biryani Trip,"Biryani, Hyderabadi, Indian",,400,Banashankari,Biryani,3
STRAWBERRY HOME COOK,"Beverages, Desserts",,220,Banashankari,Beverages,2
Paratha Envy,North Indian,3.8,249,Banashankari,North Indian,1
XO Belgian Waffle.,Desserts,,250,Banashankari,Desserts,1
Andhra Gunpowder,"Andhra, Biryani, South Indian",,350,Banashankari,Andhra,3
Hara Fine Dine,"Chinese, Jain, North Indian",,350,Banashankari,Chinese,3
Artinci - Indulge Guilt Free!,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery",,300,Banashankari,Ice Cream,7
"Lubov Patisserie - Cakes, Macarons and Desserts","Bakery, Desserts",,500,Banashankari,Bakery,2
YEDIYUR RAMANNA MILITARY HOTEL,"North Indian, Indian, South Indian, Snacks",,500,Banashankari,North Indian,4
DonBuri,"Chinese, Italian, Mediterranean, Thai, Lebanese, American, Asian, Beverages, Bak...",,250,Banashankari,Chinese,9
Gama Gama,Indian,,300,Banashankari,Indian,1
Little Italy,"Italian, Pizzas, Pastas, Mexican, Desserts",,1200,Banashankari,Italian,5
Kundapura Fishland,"Seafood, Indian, Combo, Biryani",3.7,400,Banashankari,Seafood,4
Koli Mane Biryani Center,"Biryani, South Indian, Chinese",,300,Banashankari,Biryani,3
Peppy Parathas & Rolls By Chai Point,"Bakery, Combo, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punj...",,150,Banashankari,Bakery,8
Breakfast Express,"Continental, North Indian, South Indian, Beverages",,200,Banashankari,Continental,4
The Sugar Free Keto Kafe - By Artinci,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery",,300,Banashankari,Ice Cream,7
Sri Krishna Sweets,Sweets,,200,Banashankari,Sweets,1
Green cravings,"Healthy Food, Continental, Keto, Indian, Salads",3.9,350,Banashankari,Healthy Food,5
Agraane Kitchen,Indian,,250,Banashankari,Indian,1
Dal Tadkaa,"North Indian, Rajasthani, Punjabi",3.9,600,Banashankari,North Indian,3
The house of barbeque,"Indian, Arabian",,200,Banashankari,Indian,2
Big Bowl Company,"North Indian, Chinese, Biryani, Fast Food",3.9,250,Banashankari,North Indian,4
R K S UTTARA KARNATAKA FOOD,"Indian, Snacks, Sweets",,250,Banashankari,Indian,3
Samosa Singh,"Snacks, North Indian, Desserts, Beverages",,150,Banashankari,Snacks,4
ANNA THAMMA HOTEL,Indian,,250,Banashankari,Indian,1
Hotel Empire,"North Indian, Kebabs, Biryani",,800,Banashankari,North Indian,3
Apsara Ice Creams,"Ice Cream, Desserts",,150,Banashankari,Ice Cream,2
Get Caked,"Bakery, Fast Food, Snacks",,150,Banashankari,Bakery,3
Hari super sandwich,Fast Food,,150,Banashankari,Fast Food,1
Khichdi Kahani,North Indian,,250,Banashankari,North Indian,1
Paris Waffle Co.,"Desserts, Snacks, Bakery, Beverages",,300,Banashankari,Desserts,4
Cafe Coffee Day,"Beverages, Snacks, Desserts",,300,Banashankari,Beverages,3
Mini Punjabi Dhaba,Indian,,300,Banashankari,Indian,1
Panda Nation,Chinese,,300,Banashankari,Chinese,1
Ruchis,"North Indian, Chinese, Ice Cream, Continental",,200,Banashankari,North Indian,4
Bangalore Cafe,South Indian,,150,Banashankari,South Indian,1
boozekraft,Juices,,150,Banashankari,Juices,1
Meen sir,Indian,,350,Banashankari,Indian,1
Sea Food Paradise,"Seafood, Bengali, South Indian",,200,Banashankari,Seafood,3
Third Wave Coffee,"Beverages, Bakery, Continental",3.9,400,Banashankari,Beverages,3
NAGANNA MILITARY HOTEL,Indian,,350,Banashankari,Indian,1
Shree Chowdeshwari Biriyani & Kabab Corner,"Biryani, North Indian",,250,Banashankari,Biryani,2
Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",,500,Banashankari,Biryani,8
Dessert Studio by Third Wave,Desserts,,400,Banashankari,Desserts,1
New GFC HOTEL,"Indian, Biryani",,350,Banashankari,Indian,2
Nandhana Palace,"Andhra, Biryani, North Indian, Chinese, Beverages, Desserts",,600,Banashankari,Andhra,6
CakeZone,"Desserts, Bakery",,200,Banashankari,Desserts,2
HOTEL SAVI THINDI,Chinese,,250,Banashankari,Chinese,1
Smoky And Snacky,"Snacks, Chinese, American",,200,Banashankari,Snacks,3
Yummy Momos,Chinese,,200,Banashankari,Chinese,1
HALLI ROTTI MANE,"Tandoor, South Indian",,150,Banashankari,Tandoor,2
VENKYS DONNE BIRYANI,"Indian, Biryani",,350,Banashankari,Indian,2
Susie's Burgers,"American, Snacks, Fast Food",,250,Banashankari,American,3
Sri Muneshwara Vegetables Shop,"South Indian, Chinese",,200,Banashankari,South Indian,2
Krispy Kreme,"Desserts, Beverages",,170,Banashankari,Desserts,2
Chowman,"Chinese, Asian, Oriental, Pan-Asian, Thai",,500,Banashankari,Chinese,5
Sri Yaksha Shiv Sagar,"North Indian, Chinese, South Indian",,300,Banashankari,North Indian,3
Cocoa Bakes,Bakery,,200,Banashankari,Bakery,1
Kavali Hotel,South Indian,,250,Banashankari,South Indian,1
Ibaco,Desserts,,800,Banashankari,Desserts,1
KEBAB XPRESS,"Chinese, Indian",,500,Banashankari,Chinese,2
Devanna Dum Biryani Corner,North Indian,,300,Banashankari,North Indian,1
Gopi Ice Cream,"Beverages, Desserts, Ice Cream",,150,Banashankari,Beverages,3
The Dripping Cone,"Ice Cream, Desserts, Beverages",,200,Banashankari,Ice Cream,3
SGS Non Veg - Gundu Pulav,"Indian, Biryani, Kebabs, South Indian, Fast Food",3.6,400,Banashankari,Indian,5
Sri Balaji Tiffin Center,"North Indian, South Indian, Chinese",,180,Banashankari,North Indian,3
BBQ RIDE SMOKE SHACK,Barbecue,,400,Banashankari,Barbecue,1
SANDWICH AND PIZZA JUNCTION,"Fast Food, Snacks, Indian",,200,Banashankari,Fast Food,3
Gowdru Ruchis,"South Indian, Indian, Chinese, Biryani, Snacks",,400,Banashankari,South Indian,5
Sizzling Noodle House,"Chinese, Thai",,450,Banashankari,Chinese,2
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.9,200,Banashankari,North Indian,3
The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",3.8,400,Banashankari,North Indian,9
Andhra's Chimney,"Biryani, Arabian, North Indian",,490,Banashankari,Biryani,3
SPICE HOUSE,"Biryani, Andhra, Chinese, South Indian",,400,Banashankari,Biryani,4
Thalassery Restaurant,South Indian,3.2,500,Banashankari,South Indian,1
MNR BIRYANI,"Biryani, North Indian",,350,Banashankari,Biryani,2
The Food Yogis,South Indian,,150,Banashankari,South Indian,1
The Bowl Company,"Continental, North Indian, Pan-Asian, Desserts, American, Asian, Beverages, Biry...",,300,Banashankari,Continental,8
Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",,300,Banashankari,Tibetan,8
Kabab Magic,"Chinese, South Indian, North Indian, Fast Food, Mexican, Kerala",,300,Banashankari,Chinese,6
CORNER BIRIYANI,Biryani,,300,Banashankari,Biryani,1
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts, Ice Cream, Combo, Waffle, Bakery, Healthy Food",,250,Banashankari,Beverages,7
The vintage cafe,"South Indian, Desserts, Italian, Beverages",,350,Banashankari,South Indian,4
B S FOOD KING,"Chinese, North Indian",,200,Banashankari,Chinese,2
Shree Annapoorna Foods,South Indian,,250,Banashankari,South Indian,1
Meat and Eat,"Continental, American, Desserts, Fast Food",,200,Banashankari,Continental,4
Five Star Chicken,Chinese,3.8,200,Banashankari,Chinese,1
Sri Sai Cafe,"South Indian, Sweets",,200,Banashankari,South Indian,2
KOLKATA FAMOUS KATI ROLL AND SWEETS,Snacks,,125,Banashankari,Snacks,1
Basmati Express,"Biryani, Andhra, Hyderabadi, South Indian, North Eastern, Tandoor, Beverages, De...",3.2,300,Banashankari,Biryani,8
Beijing Bites,"Chinese, Thai",,450,Banashankari,Chinese,2
Vinny's,"Italian, Pizzas, Pastas",3.9,800,Banashankari,Italian,3
Al Bek,"Indian, Chinese, Tandoor, Mughlai, Kebabs, Biryani, Arabian, North Indian, Snack...",3.9,400,Banashankari,Indian,9
Fruit Chemistry,"Juices, Desserts, Beverages",,250,Banashankari,Juices,3
SLV Swadishta (South Indian),South Indian,,300,Banashankari,South Indian,1
SRI VINAYAKA JUICE AND CHATS,"Juices, Chaat, Chinese, Beverages",,200,Banashankari,Juices,4
Mad Over Donuts,"Desserts, Sweets, Bakery",,200,Banashankari,Desserts,3
MYSURU SAVIRUCHI,"South Indian, Chinese, North Indian, Beverages",3.7,200,Banashankari,South Indian,4
Dream Gowda,"Chinese, Biryani, South Indian",,400,Banashankari,Chinese,3
Juice Shop,"Juices, Desserts, Beverages, Ice Cream",3.6,300,Banashankari,Juices,4
B S HOME FOOD,South Indian,,200,Banashankari,South Indian,1
THE CHAATS FACTORY,Chaat,3.9,100,Banashankari,Chaat,1
Big Biriyani Company,"Biryani, Mughlai",,350,Banashankari,Biryani,2
Indiana Burgers,"American, Fast Food, Beverages",,150,Banashankari,American,3
Sindhoora Gardenia,"Seafood, Andhra, Biryani, Chinese, North Indian",,400,Banashankari,Seafood,5
new prashanth hotel,"Andhra, South Indian",,500,Banashankari,Andhra,2
McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",3.8,600,Banashankari,Burgers,4
Thanco's Natural Ice Cream,"Desserts, Ice Cream",,120,Banashankari,Desserts,2
Gooeylty Brownies,Desserts,,200,Banashankari,Desserts,1
Gowdru baduta nati style,South Indian,,300,Banashankari,South Indian,1
EatFit,"Healthy Food, Pizzas, North Indian, Thalis, Biryani",,270,Banashankari,Healthy Food,5
Sri Chowdeshwari Food Corner,South Indian,,200,Banashankari,South Indian,1
Durga lunch home,"Indian, Thalis",,350,Banashankari,Indian,2
Oven Story Pizza,"Pizzas, Italian",,400,Banashankari,Pizzas,2
Vaishali Deluxe,"North Indian, South Indian",3.9,700,Banashankari,North Indian,2
Home Plate by EatFit,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.4,200,Banashankari,North Indian,7
lassi shop,"Beverages, Desserts, Snacks",,300,Banashankari,Beverages,3
MYLARI BIRIYANI FAMILY RESTAURANT,"Biryani, North Indian, Snacks, South Indian, Indian",3.8,200,Banashankari,Biryani,5
Grameen Kulfi,"Ice Cream, Desserts",,120,Banashankari,Ice Cream,2
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",,250,Banashankari,Biryani,6
Aligarh House,"Biryani, Mughlai, Kebabs, North Indian, Desserts, Beverages, Combo",3.5,400,Banashankari,Biryani,7
Madesh Tender Coconut,Beverages,,100,Banashankari,Beverages,1
House of Mughals,"Mughlai, Biryani, Kebabs, North Indian, Tandoor, Desserts",,300,Banashankari,Mughlai,6
Nadan Pothichoru,"South Indian, Kerala, Biryani",,200,Banashankari,South Indian,3
NH10,"North Indian, Chinese",,200,Banashankari,North Indian,2
Paradise Premium,"Andhra, Asian, Biryani, Chinese, Mughlai, North Indian, Seafood, South Indian",3.9,350,Banashankari,Andhra,8
Royal Pork Shop & Restaurant,"Indian, North Eastern",,200,Banashankari,Indian,2
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",,200,Banashankari,Bakery,3
Ayodhya Upachar,"Chinese, Desserts, North Indian, South Indian, Chaat",,200,Banashankari,Chinese,5
Madras Meal Company,"South Indian, Chettinad",3.7,250,Banashankari,South Indian,2
Grow Fit,"Healthy Food, Indian, Keto, Biryani, Thai",,300,Banashankari,Healthy Food,5
ITC Master Chef Creations,"North Indian, Biryani, Indian, Punjabi, Chaat, Kebabs, Tandoor, Mughlai, Dessert...",,650,Banashankari,North Indian,9
ANTRA VEG,Indian,,600,Banashankari,Indian,1
Brewtiful,"Beverages, Italian-American",,100,Banashankari,Beverages,2
M M BAR AND RESTAURANT,"Chinese, North Indian, Indian",,400,Banashankari,Chinese,3
ITC Sunfeast Baked Creations,"Bakery, Desserts, Beverages",,600,Banashankari,Bakery,3
Dande's Hyderabad Biryani,"Biryani, Andhra, Hyderabadi, South Indian, North Indian, Tandoor, Beverages, Des...",3.6,350,Banashankari,Biryani,8
SHETTYS RED,South Indian,3.9,200,Banashankari,South Indian,1
Anand Sweets and Savouries,"Sweets, Chaat, Snacks, Desserts, North Indian",,200,Banashankari,Sweets,5
THARAVADU MALABAR BIRYANI,"Biryani, Kerala, South Indian, North Indian, Beverages, Desserts",3.3,230,Banashankari,Biryani,6
Keventers - Milkshakes and Desserts,"Beverages, Ice Cream, Desserts, Healthy Food",,300,Banashankari,Beverages,4
Uttara karnatakadha Jolada rotti Mattu Chapati Angadi,"South Indian, Snacks, Indian",,100,Banashankari,South Indian,3
DOSA ADDA,South Indian,,160,Banashankari,South Indian,1
Ching's House,"Chinese, Pan-Asian, Thai, Mongolian, Oriental, Asian",,280,Banashankari,Chinese,6
MAD ON MOMOS,Chinese,,150,Banashankari,Chinese,1
